Date,Open,High,Low,Close,Adj Close,Volume
2020-11-19,30.850000,30.850000,29.750000,30.000000,30.000000,29648439
2020-11-20,29.950001,30.200001,29.549999,29.799999,29.799999,23624084
2020-11-23,29.950001,30.150000,29.750000,30.049999,30.049999,21909692
2020-11-24,30.299999,30.600000,29.799999,30.400000,30.400000,30470938
2020-11-25,30.650000,32.599998,30.549999,31.350000,31.350000,99621016
2020-11-26,31.400000,32.200001,30.900000,32.049999,32.049999,48077667
2020-11-27,32.150002,34.150002,32.049999,33.450001,33.450001,71951138
2020-12-01,33.900002,34.650002,33.299999,34.450001,34.450001,58487858
2020-12-02,34.549999,35.049999,33.500000,33.950001,33.950001,77155079
2020-12-03,34.349998,36.049999,34.150002,35.799999,35.799999,90403528
2020-12-04,36.250000,36.700001,34.750000,35.650002,35.650002,120208081
2020-12-07,35.599998,36.400002,35.400002,35.750000,35.750000,82840809
2020-12-08,36.000000,41.099998,35.900002,40.599998,40.599998,227310533
2020-12-09,42.200001,42.650002,39.150002,39.400002,39.400002,216961308
2020-12-10,39.400002,39.400002,38.099998,38.400002,38.400002,63379052
2020-12-11,38.599998,41.400002,38.599998,40.500000,40.500000,116536838
2020-12-14,41.000000,41.500000,40.700001,41.250000,41.250000,52117435
2020-12-15,41.250000,41.299999,39.700001,40.599998,40.599998,56929480
2020-12-16,39.599998,39.599998,37.250000,37.950001,37.950001,214696891
2020-12-17,38.150002,38.349998,36.750000,37.000000,37.000000,66872650
2020-12-18,37.150002,37.150002,35.650002,36.549999,36.549999,63979156
2020-12-21,36.000000,36.849998,33.000000,34.099998,34.099998,73372682
2020-12-22,33.849998,34.750000,31.700001,33.400002,33.400002,118459132
2020-12-23,32.099998,32.750000,31.700001,31.799999,31.799999,178237037
2020-12-24,32.200001,32.599998,31.400000,31.450001,31.450001,111190598
2020-12-28,31.850000,32.900002,31.500000,32.400002,32.400002,145990073
2020-12-29,32.900002,34.150002,32.799999,33.200001,33.200001,160162623
2020-12-30,33.700001,33.700001,32.349998,32.750000,32.750000,92597922
2020-12-31,32.799999,33.349998,32.400002,33.049999,33.049999,189388220
2021-01-01,33.299999,34.950001,33.099998,34.799999,34.799999,227528491
2021-01-04,35.400002,35.750000,34.250000,35.549999,35.549999,213599078
2021-01-05,35.000000,35.700001,34.700001,35.599998,35.599998,142225084
2021-01-06,35.799999,36.400002,34.750000,35.200001,35.200001,202327890
2021-01-07,35.799999,36.000000,35.349998,35.450001,35.450001,94883129
2021-01-08,35.650002,35.900002,35.099998,35.400002,35.400002,80655853
2021-01-11,35.799999,35.799999,34.549999,34.900002,34.900002,76603154
2021-01-12,34.700001,36.950001,34.299999,36.500000,36.500000,183664727
2021-01-13,37.000000,37.200001,35.250000,36.599998,36.599998,227452083
2021-01-14,36.750000,37.799999,36.400002,37.000000,37.000000,184172283
2021-01-15,37.000000,37.500000,35.500000,35.950001,35.950001,142841953
2021-01-18,36.000000,36.549999,35.099998,35.450001,35.450001,113003034
2021-01-19,35.950001,36.750000,35.500000,36.500000,36.500000,109008869
2021-01-20,36.750000,37.299999,36.299999,36.950001,36.950001,132227405
2021-01-21,37.099998,37.400002,35.250000,35.650002,35.650002,126279607
2021-01-22,35.799999,36.049999,34.200001,34.549999,34.549999,133649890
2021-01-25,35.000000,35.099998,33.500000,34.150002,34.150002,83484252
2021-01-27,34.099998,34.250000,33.049999,33.349998,33.349998,69780206
2021-01-28,33.000000,33.099998,31.900000,32.549999,32.549999,130283571
2021-01-29,33.000000,34.400002,32.500000,33.349998,33.349998,125606644
2021-02-01,33.750000,36.000000,33.099998,35.750000,35.750000,200145354
2021-02-02,36.099998,36.849998,35.549999,36.200001,36.200001,199832087
2021-02-03,36.450001,38.750000,35.700001,38.349998,38.349998,260980002
2021-02-04,38.500000,41.000000,38.000000,40.500000,40.500000,384813812
2021-02-05,41.299999,42.750000,39.700001,40.150002,40.150002,329090924
2021-02-08,40.950001,41.200001,37.750000,38.000000,38.000000,208191094
2021-02-09,38.250000,41.049999,37.349998,39.049999,39.049999,376625747
2021-02-10,38.799999,39.950001,38.650002,39.450001,39.450001,213081321
2021-02-11,39.450001,40.099998,38.599998,38.750000,38.750000,151510830
2021-02-12,39.000000,39.650002,38.400002,38.799999,38.799999,158520381
2021-02-15,39.250000,40.049999,39.000000,39.549999,39.549999,127928424
2021-02-16,40.000000,40.650002,39.099998,39.500000,39.500000,187520683
2021-02-17,39.500000,42.500000,39.299999,41.700001,41.700001,466579666
2021-02-18,42.000000,44.299999,41.799999,43.799999,43.799999,365119300
2021-02-19,44.250000,46.349998,41.200001,42.049999,42.049999,429882183
2021-02-22,42.549999,42.849998,40.200001,41.049999,41.049999,207909169
2021-02-23,41.299999,42.200001,40.650002,41.000000,41.000000,217940163
2021-02-24,41.450001,42.099998,41.250000,41.799999,41.799999,76642692
2021-02-25,42.250000,42.650002,41.750000,41.900002,41.900002,133293103
2021-02-26,41.000000,41.700001,40.349998,40.849998,40.849998,191695436
2021-03-01,41.400002,41.450001,40.549999,40.799999,40.799999,120923262
2021-03-02,41.150002,41.650002,40.700001,41.000000,41.000000,115358594
2021-03-03,41.400002,43.900002,41.250000,43.549999,43.549999,238140740
2021-03-04,43.000000,44.299999,42.450001,43.599998,43.599998,215065585
2021-03-05,43.599998,43.599998,41.299999,41.700001,41.700001,129772294
2021-03-08,42.200001,42.849998,41.599998,41.750000,41.750000,89990535
2021-03-09,41.950001,42.349998,40.750000,41.599998,41.599998,77359752
2021-03-10,42.000000,42.250000,41.299999,41.500000,41.500000,48965330
2021-03-12,41.849998,41.950001,40.700001,41.049999,41.049999,59205010
2021-03-15,41.049999,41.099998,39.750000,40.799999,40.799999,83777448
2021-03-16,41.000000,41.400002,39.599998,39.799999,39.799999,99770550
2021-03-17,39.849998,39.950001,38.049999,38.400002,38.400002,89295594
2021-03-18,39.000000,39.099998,36.650002,37.700001,37.700001,126241327
2021-03-19,37.200001,38.750000,36.349998,38.450001,38.450001,135987432
2021-03-22,38.450001,38.549999,37.500000,37.950001,37.950001,94389245
2021-03-23,37.849998,39.200001,37.799999,38.750000,38.750000,108051825
2021-03-24,38.650002,39.049999,36.750000,37.000000,37.000000,118077858
2021-03-25,37.000000,37.000000,34.799999,35.500000,35.500000,190748444
2021-03-26,36.200001,36.400002,35.700001,36.000000,36.000000,100724564
2021-03-30,36.400002,36.700001,35.799999,36.150002,36.150002,94886069
2021-03-31,36.099998,37.650002,35.750000,36.650002,36.650002,117399302
2021-04-01,37.000000,38.500000,36.799999,38.200001,38.200001,100007430
2021-04-05,38.549999,38.549999,36.200001,36.950001,36.950001,103941329
2021-04-06,36.950001,37.549999,36.250000,37.049999,37.049999,94329535
2021-04-07,37.049999,38.099998,36.849998,37.599998,37.599998,96171649
2021-04-08,37.750000,38.099998,37.349998,37.450001,37.450001,68360846
2021-04-09,37.349998,39.000000,37.200001,37.849998,37.849998,130289882
2021-04-12,36.750000,36.849998,33.299999,33.950001,33.950001,184407237
2021-04-13,34.000000,35.299999,33.650002,35.099998,35.099998,147766538
2021-04-15,34.599998,35.349998,34.150002,34.750000,34.750000,115658330
2021-04-16,35.000000,35.400002,34.500000,34.799999,34.799999,100392762
2021-04-19,33.599998,33.799999,32.500000,33.150002,33.150002,122301341
2021-04-20,34.000000,34.200001,33.400002,33.700001,33.700001,117371947
2021-04-22,33.200001,34.150002,33.049999,33.900002,33.900002,100459282
2021-04-23,33.500000,34.700001,33.400002,34.000000,34.000000,122182836
2021-04-26,34.250000,34.700001,34.250000,34.450001,34.450001,73069756
2021-04-27,34.400002,35.299999,34.349998,34.950001,34.950001,97206393
2021-04-28,35.200001,35.799999,35.049999,35.650002,35.650002,94894461
2021-04-29,35.799999,36.200001,34.900002,35.049999,35.049999,127130844
2021-04-30,34.549999,35.700001,34.500000,34.849998,34.849998,95008214
2021-05-03,34.500000,34.700001,34.000000,34.500000,34.500000,105720320
2021-05-04,34.799999,39.200001,34.700001,37.450001,37.450001,426069700
2021-05-05,38.549999,38.700001,37.150002,37.450001,37.450001,178293892
2021-05-06,37.500000,37.750000,36.200001,36.400002,36.400002,114302420
2021-05-07,36.650002,36.950001,35.950001,36.250000,36.250000,110980908
2021-05-10,36.549999,36.700001,35.000000,35.599998,35.599998,175653730
2021-05-11,34.849998,35.349998,33.750000,35.049999,35.049999,231689524
2021-05-12,35.750000,38.200001,35.549999,37.099998,37.099998,345869236
2021-05-14,37.799999,38.400002,36.500000,36.799999,36.799999,185587845
2021-05-17,37.200001,37.799999,36.849998,37.650002,37.650002,108033820
2021-05-18,38.349998,38.349998,37.200001,37.349998,37.349998,91471489
2021-05-19,36.299999,36.849998,35.750000,36.200001,36.200001,154514444
2021-05-20,36.500000,37.900002,35.950001,37.500000,37.500000,339156585
2021-05-21,38.000000,38.349998,37.549999,38.049999,38.049999,178307284
2021-05-24,39.200001,40.099998,38.750000,39.799999,39.799999,277203783
2021-05-25,40.400002,40.500000,39.200001,39.349998,39.349998,163516340
2021-05-26,39.500000,40.250000,39.049999,39.250000,39.250000,155307751
2021-05-27,39.500000,42.400002,39.400002,42.150002,42.150002,511815455
2021-05-28,42.799999,42.799999,41.000000,42.250000,42.250000,335658662
2021-05-31,42.349998,43.200001,41.599998,42.400002,42.400002,240394043
2021-06-01,42.549999,42.650002,41.099998,41.650002,41.650002,172714836
2021-06-02,41.900002,44.549999,41.599998,44.000000,44.000000,397167134
2021-06-03,44.500000,45.000000,43.400002,43.700001,43.700001,265127956
2021-06-04,43.549999,43.599998,42.950001,43.099998,43.099998,142152047
2021-06-07,43.000000,43.099998,41.849998,42.099998,42.099998,157004801
2021-06-08,42.500000,42.599998,41.299999,41.450001,41.450001,104992723
2021-06-09,41.549999,42.349998,40.049999,40.599998,40.599998,149730470
2021-06-10,41.099998,42.849998,41.000000,42.500000,42.500000,208415707
2021-06-11,42.900002,43.099998,41.799999,42.049999,42.049999,91371585
2021-06-14,41.799999,43.750000,40.400002,43.049999,43.049999,192209398
2021-06-15,42.900002,43.250000,42.299999,42.400002,42.400002,72824813
2021-06-16,42.299999,42.900002,41.599998,41.750000,41.750000,70156923
2021-06-17,41.099998,42.099998,40.849998,41.099998,41.099998,79183021
2021-06-18,41.500000,41.700001,38.900002,40.299999,40.299999,117416542
2021-06-21,39.500000,41.900002,39.200001,41.700001,41.700001,116450769
2021-06-22,42.049999,42.750000,41.049999,41.299999,41.299999,137367867
2021-06-23,41.500000,42.950001,41.299999,42.250000,42.250000,205772277
2021-06-24,42.599998,42.799999,41.400002,41.549999,41.549999,109853745
2021-06-25,42.000000,42.700001,41.700001,42.299999,42.299999,111022988
2021-06-28,42.950001,43.700001,42.599998,43.349998,43.349998,165596285
2021-06-29,43.450001,43.900002,42.900002,43.000000,43.000000,137925510
2021-06-30,43.250000,43.450001,42.150002,42.299999,42.299999,88216025
2021-07-01,42.400002,42.750000,42.150002,42.349998,42.349998,79292862
2021-07-02,42.549999,42.700001,41.900002,42.099998,42.099998,82307112
2021-07-05,42.400002,42.450001,41.950001,42.299999,42.299999,50276083
2021-07-06,42.200001,42.849998,41.500000,41.849998,41.849998,60698228
2021-07-07,41.799999,42.049999,41.549999,41.700001,41.700001,41710161
2021-07-08,41.799999,42.250000,40.900002,41.049999,41.049999,60454510
2021-07-09,41.099998,41.200001,40.849998,41.000000,41.000000,45122471
2021-07-12,41.099998,41.450001,40.799999,40.900002,40.900002,38587491
2021-07-13,41.049999,41.250000,40.849998,40.900002,40.900002,33738717
2021-07-14,41.000000,41.099998,40.549999,40.700001,40.700001,27627264
2021-07-15,40.799999,40.900002,40.299999,40.349998,40.349998,32145976
2021-07-16,40.400002,41.200001,40.299999,40.849998,40.849998,41560170
2021-07-19,40.500000,40.700001,40.099998,40.299999,40.299999,31864818
2021-07-20,40.150002,40.400002,39.450001,39.750000,39.750000,48757312
2021-07-22,40.450001,40.599998,39.900002,40.000000,40.000000,53618639
2021-07-23,40.099998,40.299999,39.700001,40.049999,40.049999,42958166
2021-07-26,39.950001,40.150002,39.250000,39.349998,39.349998,39507185
2021-07-27,39.500000,40.000000,39.049999,39.150002,39.150002,41915784
2021-07-28,39.200001,39.299999,38.099998,38.400002,38.400002,57230970
2021-07-29,38.599998,39.700001,38.250000,39.400002,39.400002,63854550
2021-07-30,39.500000,40.000000,39.250000,39.500000,39.500000,45647205
2021-08-02,39.750000,40.950001,39.599998,40.700001,40.700001,64896737
2021-08-03,41.500000,41.500000,40.049999,40.299999,40.299999,100994147
2021-08-04,40.500000,40.650002,39.299999,39.400002,39.400002,79555428
2021-08-05,39.500000,39.549999,38.200001,38.849998,38.849998,62226173
2021-08-06,39.000000,39.799999,38.750000,39.549999,39.549999,62616916
2021-08-09,39.599998,40.200001,38.650002,38.750000,38.750000,55639684
2021-08-10,38.900002,39.049999,37.299999,37.500000,37.500000,64226181
2021-08-11,37.599998,37.799999,36.599998,37.400002,37.400002,60555697
2021-08-12,37.450001,37.950001,37.400002,37.799999,37.799999,32721153
2021-08-13,37.849998,38.049999,37.549999,37.750000,37.750000,31382550
2021-08-16,37.650002,37.900002,37.349998,37.450001,37.450001,19259890
2021-08-17,37.349998,37.400002,36.700001,36.750000,36.750000,25157898
2021-08-18,36.700001,37.000000,36.099998,36.500000,36.500000,32386126
2021-08-20,35.950001,36.299999,35.299999,35.599998,35.599998,38801065
2021-08-23,35.700001,36.750000,35.450001,36.150002,36.150002,54815488
2021-08-24,36.099998,36.700001,35.900002,36.349998,36.349998,55044654
2021-08-25,36.450001,36.900002,36.250000,36.450001,36.450001,45499400
2021-08-26,36.400002,36.650002,35.700001,35.799999,35.799999,35509249
2021-08-27,35.799999,36.250000,35.700001,36.150002,36.150002,31396562
2021-08-30,36.150002,36.900002,36.150002,36.750000,36.750000,31585995
2021-08-31,36.650002,37.299999,36.349998,36.650002,36.650002,56641931
2021-09-01,36.599998,37.450001,36.549999,37.349998,37.349998,41504907
2021-09-02,37.250000,37.799999,37.200001,37.450001,37.450001,35910903
2021-09-03,37.500000,38.549999,37.500000,38.049999,38.049999,53604232
2021-09-06,38.400002,38.500000,37.750000,37.849998,37.849998,30264921
2021-09-07,37.750000,37.950001,37.150002,37.400002,37.400002,30962650
2021-09-08,37.349998,38.349998,37.250000,37.650002,37.650002,47139154
2021-09-09,37.650002,37.900002,37.450001,37.549999,37.549999,20050778
2021-09-13,37.799999,37.799999,37.349998,37.599998,37.599998,21274965
2021-09-14,37.750000,38.349998,37.650002,37.799999,37.799999,31674866
2021-09-15,37.950001,38.950001,37.750000,38.750000,38.750000,57565856
2021-09-16,38.799999,41.950001,38.500000,41.799999,41.799999,190657378
2021-09-17,42.700001,42.750000,39.349998,39.750000,39.750000,135078081
2021-09-20,39.500000,39.500000,38.000000,38.099998,38.099998,49454941
2021-09-21,38.200001,38.450001,37.349998,38.099998,38.099998,45279748
2021-09-22,38.150002,38.549999,38.000000,38.150002,38.150002,27417221
2021-09-23,38.500000,39.000000,38.400002,38.500000,38.500000,31335371
2021-09-24,39.000000,39.000000,37.750000,37.900002,37.900002,33176080
2021-09-27,38.150002,38.650002,38.049999,38.349998,38.349998,33799535
2021-09-28,38.400002,39.700001,38.349998,39.150002,39.150002,87295894
2021-09-29,38.799999,41.000000,38.500000,39.650002,39.650002,103695312
2021-09-30,39.799999,41.250000,39.599998,40.099998,40.099998,83665464
2021-10-01,39.950001,41.200001,39.349998,40.599998,40.599998,97922965
2021-10-04,40.900002,41.500000,40.750000,41.099998,41.099998,62912144
2021-10-05,41.049999,41.750000,40.750000,41.049999,41.049999,62599441
